id,sex,mouth,face,eyebrow,eyes,nose,hair,body,dress,color_hair,color_eyebrow,eyeslid,color_face,check,comment
25495,1,91020.0,55050.0,130381.0,120460.0,60140.0,25500.0,40020.0,30783.0,8.0,7.0,110100.0,5.0,False,model:pn05pc10e
25494,0,90240.0,50020.0,130400.0,120260.0,60160.0,20630.0,40020.0,31466.0,7.0,5.0,110120.0,2.0,False,model:pn05pc10e
25493,1,90040.0,55080.0,130140.0,120581.0,60100.0,25681.0,40020.0,30080.0,11.0,4.0,110120.0,1.0,False,model:pn05pc10e
25492,1,90220.0,55030.0,130121.0,120510.0,60160.0,25440.0,40020.0,31680.0,6.0,4.0,110120.0,2.0,False,model:pn05pc10e
25491,1,90020.0,55080.0,130440.0,120180.0,60020.0,25740.0,40020.0,30499.0,8.0,4.0,110045.0,1.0,False,model:pn05pc10e
25490,1,90060.0,55120.0,130400.0,120510.0,60160.0,25347.0,40020.0,30961.0,11.0,5.0,110040.0,0.0,False,model:pn05pc10e
25489,0,90560.0,50140.0,130200.0,120421.0,60145.0,20801.0,40020.0,30338.0,14.0,4.0,110040.0,4.0,False,model:pn05pc10e
25488,0,90760.0,50060.0,130260.0,120024.0,60180.0,20311.0,40020.0,30340.0,7.0,2.0,110045.0,0.0,False,model:pn05pc10e
25487,1,90321.0,55120.0,130361.0,120600.0,60160.0,25346.0,40020.0,30580.0,9.0,5.0,110080.0,0.0,False,model:pn05pc10e
25486,1,91020.0,55020.0,130640.0,120440.0,60100.0,25600.0,40020.0,30963.0,11.0,0.0,110045.0,5.0,False,model:pn05pc10e
25485,1,90442.0,55119.0,130300.0,120021.0,60060.0,25110.0,40020.0,31766.0,12.0,4.0,110080.0,4.0,False,model:pn05pc10e
25484,0,90220.0,50030.0,130240.0,120160.0,60020.0,20635.0,40020.0,31766.0,13.0,6.0,110120.0,1.0,True,model:pn05pc10e
25483,1,90535.0,55120.0,130760.0,120380.0,60155.0,25603.0,40020.0,30221.0,11.0,3.0,110020.0,0.0,False,model:pn05pc10e
25482,1,90560.0,55020.0,130580.0,120140.0,60180.0,26105.0,40020.0,30760.0,12.0,4.0,110080.0,1.0,False,model:pn05pc10e
25481,1,90261.0,55120.0,130520.0,120780.0,60060.0,25901.0,40020.0,30420.0,4.0,1.0,110140.0,0.0,False,model:pn05pc10e
25480,1,90020.0,55040.0,130840.0,120640.0,60040.0,26105.0,40020.0,31580.0,1.0,5.0,110120.0,3.0,False,model:pn05pc10e
25479,1,90100.0,55070.0,130060.0,120180.0,60040.0,25705.0,40020.0,30782.0,7.0,4.0,110200.0,3.0,False,model:pn05pc10e
25478,0,90442.0,50180.0,130620.0,120181.0,60145.0,20860.0,40020.0,30101.0,1.0,7.0,110040.0,0.0,False,model:pn05pc10e
25477,1,90180.0,55020.0,130680.0,120380.0,60080.0,25346.0,40020.0,30503.0,7.0,3.0,110200.0,0.0,False,model:pn05pc10e
25476,1,90656.0,55120.0,130760.0,120520.0,60120.0,25765.0,40020.0,30940.0,9.0,0.0,110180.0,0.0,False,model:pn05pc10e
25475,1,90280.0,55080.0,130540.0,120280.0,60120.0,25426.0,40020.0,30541.0,10.0,0.0,110020.0,4.0,False,model:pn05pc10e
25474,1,90562.0,55050.0,130441.0,120440.0,60180.0,26105.0,40020.0,30960.0,13.0,7.0,110140.0,1.0,False,model:pn05pc10e
25473,1,90040.0,55080.0,130400.0,120160.0,60020.0,26105.0,40020.0,30575.0,13.0,3.0,110140.0,4.0,False,model:pn05pc10e
25472,0,90562.0,50060.0,130400.0,120510.0,60180.0,20581.0,40020.0,31480.0,9.0,0.0,110100.0,1.0,True,model:pn05pc10e
25471,1,90442.0,55060.0,130361.0,120460.0,60180.0,25640.0,40020.0,30301.0,6.0,3.0,110200.0,3.0,False,model:pn05pc10e
25470,1,90780.0,55140.0,130060.0,120600.0,60200.0,26105.0,40020.0,31200.0,6.0,4.0,110180.0,1.0,False,model:pn05pc10e
25469,1,90120.0,55060.0,130860.0,120630.0,60040.0,25500.0,40020.0,30790.0,8.0,2.0,110200.0,3.0,False,model:pn05pc10e
25468,1,90220.0,55120.0,130720.0,120510.0,60160.0,25880.0,40020.0,30790.0,8.0,4.0,110200.0,0.0,False,model:pn05pc10e
25467,1,90656.0,55040.0,130400.0,120260.0,60020.0,25640.0,40020.0,30579.0,6.0,5.0,110040.0,0.0,False,model:pn05pc10e
25466,1,90620.0,55140.0,130442.0,120420.0,60040.0,25880.0,40020.0,30561.0,13.0,6.0,110200.0,0.0,False,model:pn05pc10e
25465,1,90100.0,55020.0,130060.0,120200.0,60020.0,25600.0,40020.0,30670.0,6.0,2.0,110140.0,2.0,False,model:pn05pc10e
25464,1,90562.0,55040.0,130560.0,120510.0,60040.0,25440.0,40020.0,30420.0,8.0,9.0,110100.0,0.0,True,model:pn05pc10e
25463,1,90720.0,55060.0,130180.0,120023.0,60160.0,25440.0,40020.0,32670.0,10.0,4.0,110040.0,2.0,False,model:pn05pc10e
25462,1,90441.0,55120.0,130121.0,120510.0,60100.0,25220.0,40020.0,30120.0,9.0,8.0,110040.0,3.0,True,model:pn05pc10e
25461,1,90200.0,55060.0,130121.0,120165.0,60145.0,25500.0,40020.0,30422.0,13.0,6.0,110200.0,0.0,True,model:pn05pc10e
25460,0,90300.0,50040.0,130420.0,120510.0,60040.0,20820.0,40020.0,30707.0,9.0,2.0,110080.0,0.0,True,model:pn05pc10e
25459,1,90180.0,55100.0,130500.0,120510.0,60080.0,26105.0,40020.0,30101.0,7.0,2.0,110100.0,1.0,True,model:pn05pc10e
25458,0,90440.0,50120.0,130381.0,120581.0,60040.0,20805.0,40020.0,30520.0,11.0,7.0,110080.0,2.0,True,model:pn05pc10e
25457,1,90601.0,55030.0,130121.0,120180.0,60140.0,25180.0,40020.0,30965.0,13.0,8.0,110020.0,2.0,False,model:pn05pc10e
25456,1,90060.0,55020.0,130781.0,120601.0,60100.0,25602.0,40020.0,30140.0,9.0,5.0,110140.0,0.0,False,model:pn05pc10e
25455,0,90200.0,50060.0,130785.0,120481.0,60080.0,20100.0,40020.0,30940.0,11.0,7.0,110180.0,0.0,True,model:pn05pc10e
25454,0,90440.0,50040.0,130361.0,120481.0,60060.0,21290.0,40020.0,30860.0,14.0,4.0,110045.0,4.0,True,model:pn05pc10e
25453,1,90562.0,55020.0,130560.0,120345.0,60100.0,25705.0,40020.0,31540.0,2.0,3.0,110020.0,0.0,False,model:pn05pc10e
25452,0,90040.0,50120.0,130440.0,120510.0,60080.0,20581.0,40020.0,30860.0,6.0,7.0,110100.0,0.0,True,model:pn05pc10e
25451,0,90540.0,50140.0,130840.0,120181.0,60020.0,21060.0,40020.0,30221.0,7.0,4.0,110200.0,0.0,False,model:pn05pc10e
25450,0,90261.0,50040.0,130400.0,120040.0,60120.0,20312.0,40020.0,30503.0,10.0,4.0,110100.0,1.0,False,model:pn05pc10e
25449,0,90340.0,50060.0,130180.0,120400.0,60100.0,20800.0,40020.0,30569.0,8.0,2.0,110140.0,2.0,False,model:pn05pc10e
25448,0,90260.0,50050.0,130790.0,120345.0,60080.0,20730.0,40020.0,30221.0,8.0,6.0,110140.0,2.0,True,model:pn05pc10e
25447,1,90443.0,55080.0,130420.0,120380.0,60145.0,25860.0,40020.0,30101.0,13.0,6.0,110100.0,2.0,True,model:pn05pc10e
25446,1,90080.0,55119.0,130720.0,120510.0,60180.0,26050.0,40020.0,31445.0,7.0,5.0,110045.0,1.0,False,model:pn05pc10e
25445,1,90241.0,55119.0,130380.0,120510.0,60140.0,25604.0,40020.0,31761.0,8.0,5.0,110200.0,3.0,True,model:pn05pc10e
25444,0,90280.0,50100.0,130280.0,120510.0,60140.0,20375.0,40020.0,30240.0,4.0,6.0,110020.0,0.0,False,model:pn05pc10e
25443,0,90220.0,50030.0,130660.0,120160.0,60160.0,20485.0,40020.0,30503.0,11.0,5.0,110080.0,0.0,False,model:pn05pc10e
25442,0,90340.0,50040.0,130580.0,120601.0,60145.0,20100.0,40020.0,30561.0,12.0,4.0,110040.0,2.0,False,model:pn05pc10e
25441,0,90442.0,50080.0,130040.0,120100.0,60040.0,20725.0,40020.0,30499.0,2.0,6.0,110200.0,4.0,False,model:pn05pc10e
25440,0,90280.0,50020.0,130601.0,120140.0,60120.0,20085.0,40020.0,30423.0,12.0,3.0,110100.0,0.0,True,model:pn05pc10e
25439,1,90441.0,55080.0,130401.0,120580.0,60155.0,25500.0,40020.0,31800.0,1.0,3.0,110040.0,0.0,False,model:pn05pc10e
25438,1,90560.0,55100.0,130361.0,120601.0,60040.0,26105.0,40020.0,30101.0,9.0,3.0,110045.0,2.0,False,model:pn05pc10e
25437,1,90440.0,55070.0,130540.0,120022.0,60040.0,25860.0,40020.0,30660.0,2.0,6.0,110020.0,2.0,False,model:pn05pc10e
25436,0,90261.0,50040.0,130401.0,120600.0,60200.0,20581.0,40020.0,31465.0,7.0,5.0,110020.0,0.0,False,model:pn05pc10e
25435,1,90362.0,55060.0,130500.0,120510.0,60040.0,26010.0,40020.0,30450.0,9.0,7.0,110080.0,2.0,True,model:pn05pc10e
25434,0,90060.0,50020.0,130440.0,120280.0,60040.0,20520.0,40020.0,32600.0,9.0,8.0,110040.0,4.0,False,model:pn05pc10e
25433,0,90320.0,50100.0,130785.0,120620.0,60120.0,20725.0,40020.0,30680.0,4.0,7.0,110080.0,4.0,False,model:pn05pc10e
25432,0,90220.0,50040.0,130420.0,120021.0,60160.0,21020.0,40020.0,31000.0,1.0,2.0,110120.0,2.0,True,model:pn05pc10e
25431,0,90280.0,50020.0,130580.0,120421.0,60100.0,20725.0,40020.0,31466.0,12.0,5.0,110045.0,2.0,True,model:pn05pc10e
25430,1,90500.0,55119.0,130280.0,120040.0,60020.0,25880.0,40020.0,30860.0,1.0,8.0,110100.0,0.0,False,model:pn05pc10e
25429,1,90140.0,55160.0,130340.0,120510.0,60145.0,25602.0,40020.0,31465.0,12.0,3.0,110080.0,6.0,False,model:pn05pc10e
25428,0,90240.0,50119.0,130200.0,120260.0,60020.0,20485.0,40020.0,30240.0,13.0,6.0,110080.0,1.0,True,model:pn05pc10e
25427,1,90442.0,55080.0,130400.0,120345.0,60080.0,25500.0,40020.0,30965.0,4.0,7.0,110180.0,0.0,False,model:pn05pc10e
25426,1,90362.0,55080.0,130380.0,120510.0,60180.0,25684.0,40020.0,31520.0,10.0,1.0,110200.0,4.0,False,model:pn05pc10e
25425,0,90200.0,50020.0,130120.0,120040.0,60020.0,20100.0,40020.0,30505.0,4.0,8.0,110080.0,2.0,False,model:pn05pc10e
25424,0,90380.0,50020.0,130680.0,120620.0,60145.0,20660.0,40020.0,31800.0,7.0,4.0,110040.0,0.0,False,model:pn05pc10e
25423,0,90760.0,50070.0,130781.0,120140.0,60060.0,20520.0,40020.0,30569.0,15.0,6.0,110045.0,2.0,False,model:pn05pc10e
25422,1,90220.0,55070.0,130520.0,120460.0,60060.0,25260.0,40020.0,30961.0,2.0,5.0,110200.0,0.0,False,model:pn05pc10e
25421,0,90561.0,50120.0,130240.0,120420.0,60140.0,20980.0,40020.0,30965.0,8.0,5.0,110040.0,2.0,False,model:pn05pc10e
25420,0,90442.0,50140.0,130600.0,120600.0,60160.0,20635.0,40020.0,30940.0,7.0,6.0,110040.0,2.0,True,model:pn05pc10e
25419,0,90561.0,50030.0,130580.0,120600.0,60020.0,20680.0,40020.0,32340.0,11.0,1.0,110200.0,3.0,True,model:pn05pc10e
25418,0,90080.0,50160.0,130401.0,120440.0,60145.0,20841.0,40020.0,30860.0,9.0,4.0,110120.0,0.0,False,model:pn05pc10e
25417,1,90442.0,55030.0,130240.0,120481.0,60155.0,25541.0,40020.0,32560.0,14.0,2.0,110120.0,1.0,False,model:pn05pc10e
25416,0,90060.0,50140.0,130760.0,120280.0,60140.0,20542.0,40020.0,32340.0,10.0,1.0,110120.0,4.0,False,model:pn05pc10e
25415,0,90560.0,50070.0,130300.0,120540.0,60140.0,21020.0,40020.0,31500.0,10.0,5.0,110140.0,1.0,False,model:pn05pc10e
25414,1,90140.0,55060.0,130420.0,120380.0,60040.0,26105.0,40020.0,31520.0,0.0,0.0,110120.0,5.0,False,model:pn05pc10e
25413,1,91020.0,55119.0,130180.0,120040.0,60160.0,25440.0,40020.0,30965.0,6.0,0.0,110180.0,5.0,False,model:pn05pc10e
25412,0,90561.0,50060.0,130040.0,120243.0,60060.0,20562.0,40020.0,32561.0,14.0,7.0,110040.0,4.0,False,model:pn05pc10e
25411,0,90620.0,50119.0,130040.0,120510.0,60020.0,20690.0,40020.0,31466.0,9.0,8.0,110200.0,0.0,True,model:pn05pc10e
25410,0,90280.0,50060.0,130140.0,120260.0,60145.0,20370.0,40020.0,30422.0,13.0,7.0,110080.0,2.0,False,model:pn05pc10e
25409,1,90562.0,55100.0,130020.0,120620.0,60040.0,26105.0,40020.0,30420.0,13.0,9.0,110140.0,1.0,False,model:pn05pc10e
25408,1,90656.0,55120.0,130140.0,120780.0,60080.0,25880.0,40020.0,30241.0,2.0,3.0,110080.0,0.0,False,model:pn05pc10e
25407,1,90020.0,55030.0,130680.0,120520.0,60020.0,25421.0,40020.0,32360.0,7.0,8.0,110045.0,4.0,False,model:pn05pc10e
25406,1,90040.0,55119.0,130080.0,120520.0,60040.0,25500.0,40020.0,30499.0,12.0,8.0,110200.0,0.0,False,model:pn05pc10e
25405,0,90261.0,50050.0,130121.0,120023.0,60145.0,20735.0,40020.0,31540.0,14.0,6.0,110200.0,0.0,False,model:pn05pc10e
25404,0,90220.0,50120.0,130300.0,120280.0,60180.0,21000.0,40020.0,31220.0,8.0,7.0,110120.0,1.0,False,model:pn05pc10e
25403,0,90656.0,50119.0,130400.0,120780.0,60145.0,20680.0,40020.0,30580.0,6.0,8.0,110040.0,0.0,True,model:pn05pc10e
25402,0,90160.0,50160.0,130180.0,120601.0,60155.0,20520.0,40020.0,32560.0,15.0,3.0,110045.0,4.0,False,model:pn05pc10e
25401,0,90441.0,50070.0,130180.0,120601.0,60120.0,20960.0,40020.0,30498.0,12.0,7.0,110200.0,1.0,False,model:pn05pc10e
25400,0,90261.0,50060.0,130500.0,120510.0,60060.0,20542.0,40020.0,30240.0,11.0,0.0,110080.0,0.0,True,model:pn05pc10e
25399,0,90260.0,50020.0,130500.0,120510.0,60160.0,20690.0,40020.0,30422.0,9.0,4.0,110180.0,0.0,True,model:pn05pc10e
25398,0,90443.0,50060.0,130040.0,120020.0,60145.0,20583.0,40020.0,30503.0,13.0,8.0,110020.0,0.0,False,model:pn05pc10e
25397,0,90140.0,50060.0,130361.0,120340.0,60160.0,20690.0,40020.0,31500.0,7.0,4.0,110020.0,1.0,True,model:pn05pc10e
25396,1,90261.0,55050.0,130460.0,120580.0,60145.0,25939.0,40020.0,31200.0,8.0,6.0,110120.0,2.0,False,model:pn05pc10e
25395,1,90200.0,55070.0,130781.0,120780.0,60020.0,25260.0,40020.0,30340.0,1.0,3.0,110040.0,2.0,True,model:pn05pc10e
25394,0,90564.0,50050.0,130790.0,120181.0,60155.0,20860.0,40020.0,32360.0,11.0,3.0,110120.0,4.0,False,model:pn05pc10e
25393,1,90261.0,55030.0,130790.0,120780.0,60020.0,26105.0,40020.0,30120.0,9.0,2.0,110080.0,4.0,True,model:pn05pc10e
25392,0,90241.0,50070.0,130420.0,120420.0,60040.0,20240.0,40020.0,30940.0,12.0,4.0,110080.0,3.0,False,model:pn05pc10e
25391,1,91010.0,55140.0,130680.0,120020.0,60160.0,25344.0,40020.0,30380.0,2.0,10.0,110120.0,3.0,True,model:pn05pc10e
25390,0,90362.0,50070.0,130700.0,120060.0,60145.0,21280.0,40020.0,30965.0,15.0,9.0,110040.0,1.0,False,model:pn05pc10e
25389,0,90561.0,50070.0,130080.0,120060.0,60120.0,20780.0,40020.0,30579.0,14.0,2.0,110140.0,1.0,True,model:pn05pc10e
25388,0,90240.0,50060.0,130720.0,120510.0,60155.0,21020.0,40020.0,31761.0,11.0,5.0,110080.0,1.0,True,model:pn05pc10e
25387,1,90260.0,55030.0,130200.0,120420.0,60160.0,25703.0,40020.0,30640.0,8.0,2.0,110140.0,1.0,False,model:pn05pc10e
25386,0,90280.0,50119.0,130140.0,120340.0,60020.0,20581.0,40020.0,30561.0,4.0,1.0,110080.0,4.0,True,model:pn05pc10e
25385,1,90490.0,55040.0,130060.0,120340.0,60120.0,25602.0,40020.0,30221.0,9.0,5.0,110120.0,2.0,False,model:pn05pc10e
25384,1,90020.0,55140.0,130040.0,120601.0,60080.0,26105.0,40020.0,30503.0,5.0,6.0,110200.0,1.0,False,model:pn05pc10e
25383,1,90656.0,55040.0,130700.0,120100.0,60120.0,25640.0,40020.0,32670.0,11.0,2.0,110045.0,3.0,False,model:pn05pc10e
25382,0,90656.0,50020.0,130160.0,120540.0,60060.0,20730.0,40020.0,30580.0,4.0,7.0,110040.0,2.0,True,model:pn05pc10e
25381,0,90261.0,50030.0,130600.0,120140.0,60145.0,20730.0,40020.0,30422.0,12.0,6.0,110020.0,2.0,True,model:pn05pc10e
25380,0,91020.0,50180.0,130200.0,120020.0,60080.0,20725.0,40020.0,30120.0,11.0,7.0,110080.0,2.0,False,model:pn05pc10e
25379,1,90060.0,55080.0,130020.0,120601.0,60140.0,25840.0,40020.0,30784.0,15.0,2.0,110080.0,0.0,False,model:pn05pc10e
25378,1,90760.0,55119.0,130440.0,120600.0,60020.0,25960.0,40020.0,30579.0,12.0,4.0,110140.0,0.0,False,model:pn05pc10e
25377,0,90443.0,50030.0,130580.0,120510.0,60080.0,20290.0,40020.0,32320.0,1.0,4.0,110020.0,2.0,True,model:pn05pc10e
25376,0,90360.0,50080.0,130120.0,120540.0,60100.0,20080.0,40020.0,30360.0,9.0,7.0,110140.0,3.0,False,model:pn05pc10e
25375,0,90300.0,50119.0,130640.0,120780.0,60140.0,20581.0,40020.0,30499.0,6.0,4.0,110100.0,1.0,True,model:pn05pc10e
25374,1,90120.0,55040.0,130780.0,120421.0,60020.0,25921.0,40020.0,31761.0,9.0,1.0,110120.0,3.0,True,model:pn05pc10e
25373,1,90443.0,55040.0,130121.0,120180.0,60200.0,25740.0,40020.0,30580.0,13.0,6.0,110180.0,2.0,False,model:pn05pc10e
25372,0,90441.0,50040.0,130381.0,120021.0,60060.0,20630.0,40020.0,32100.0,11.0,9.0,110100.0,2.0,True,model:pn05pc10e
25371,1,90564.0,55120.0,130400.0,120510.0,60155.0,25939.0,40020.0,30101.0,11.0,7.0,110200.0,2.0,True,model:pn05pc10e
25370,0,90564.0,50140.0,130340.0,120440.0,60040.0,20735.0,40020.0,31761.0,9.0,5.0,110180.0,1.0,False,model:pn05pc10e
25369,1,90200.0,55120.0,130260.0,120800.0,60080.0,25500.0,40020.0,31465.0,15.0,6.0,110080.0,0.0,False,model:pn05pc10e
25368,1,90561.0,55120.0,130240.0,120421.0,60040.0,25425.0,40020.0,30900.0,12.0,7.0,110200.0,2.0,False,model:pn05pc10e
25367,1,90440.0,55080.0,130785.0,120510.0,60020.0,25040.0,40020.0,30140.0,13.0,7.0,110040.0,3.0,True,model:pn05pc10e
25366,1,90442.0,55080.0,130420.0,120180.0,60100.0,25346.0,40020.0,30580.0,9.0,0.0,110045.0,1.0,False,model:pn05pc10e
25365,1,90441.0,55080.0,130360.0,120640.0,60160.0,26000.0,40020.0,30422.0,11.0,2.0,110040.0,0.0,True,model:pn05pc10e
25364,1,90140.0,55050.0,130280.0,120600.0,60145.0,25541.0,40020.0,32340.0,10.0,6.0,110180.0,4.0,True,model:pn05pc10e
25363,0,90760.0,50080.0,130320.0,120780.0,60200.0,20542.0,40020.0,30580.0,8.0,2.0,110080.0,2.0,True,model:pn05pc10e
25362,0,90200.0,50020.0,130442.0,120180.0,60060.0,20290.0,40020.0,30242.0,8.0,6.0,110120.0,1.0,False,model:pn05pc10e
25361,1,90220.0,55020.0,130121.0,120380.0,60180.0,25541.0,40020.0,30579.0,15.0,1.0,110200.0,2.0,False,model:pn05pc10e
25360,1,90060.0,55120.0,130785.0,120630.0,60180.0,25543.0,40020.0,30450.0,6.0,8.0,110080.0,0.0,False,model:pn05pc10e
25359,0,90300.0,50120.0,130361.0,120060.0,60020.0,20584.0,40020.0,30220.0,1.0,3.0,110080.0,2.0,False,model:pn05pc10e
25358,0,90020.0,50060.0,130660.0,120181.0,60040.0,20630.0,40020.0,30450.0,12.0,6.0,110040.0,2.0,False,model:pn05pc10e
25357,1,90420.0,55060.0,130860.0,120260.0,60145.0,25705.0,40020.0,30499.0,10.0,7.0,110200.0,3.0,False,model:pn05pc10e
25356,0,90442.0,50050.0,130460.0,120481.0,60160.0,20375.0,40020.0,32320.0,15.0,2.0,110045.0,0.0,False,model:pn05pc10e
25355,0,90561.0,50120.0,130790.0,120510.0,60100.0,20690.0,40020.0,30560.0,10.0,6.0,110120.0,1.0,True,model:pn05pc10e
25354,0,90340.0,50160.0,130400.0,120580.0,60160.0,21020.0,40020.0,30985.0,13.0,6.0,110140.0,0.0,True,model:pn05pc10e
25353,0,90220.0,50050.0,130120.0,120180.0,60120.0,20841.0,40020.0,30860.0,10.0,8.0,110020.0,0.0,False,model:pn05pc10e
25352,1,90360.0,55119.0,130040.0,120220.0,60200.0,25850.0,40020.0,30545.0,12.0,7.0,110100.0,3.0,False,model:pn05pc10e
25351,1,90080.0,55060.0,130400.0,120600.0,60020.0,25425.0,40020.0,31465.0,10.0,5.0,110100.0,2.0,False,model:pn05pc10e
25350,0,90561.0,50020.0,130360.0,120260.0,60020.0,20725.0,40020.0,31600.0,5.0,1.0,110045.0,2.0,False,model:pn05pc10e
25349,1,90280.0,55040.0,130860.0,120602.0,60020.0,25344.0,40020.0,30420.0,13.0,3.0,110045.0,1.0,False,model:pn05pc10e
25348,0,90600.0,50080.0,130500.0,120345.0,60100.0,20770.0,40020.0,31766.0,11.0,5.0,110200.0,3.0,False,model:pn05pc10e
25347,0,90120.0,50120.0,130500.0,120602.0,60120.0,20841.0,40020.0,31761.0,7.0,2.0,110045.0,1.0,False,model:pn05pc10e
25346,1,90441.0,55020.0,130240.0,120601.0,60160.0,25960.0,40020.0,31800.0,12.0,6.0,110080.0,0.0,False,model:pn05pc10e
25345,0,90620.0,50040.0,130360.0,120060.0,60020.0,20386.0,40020.0,32560.0,8.0,4.0,110120.0,0.0,False,model:pn05pc10e
25344,1,90020.0,55080.0,130361.0,120601.0,60140.0,26105.0,40020.0,30422.0,12.0,3.0,110040.0,2.0,False,model:pn05pc10e
25343,0,90442.0,50140.0,130790.0,120740.0,60155.0,21020.0,40020.0,30169.0,11.0,8.0,110040.0,0.0,False,model:pn05pc10e
25342,1,90600.0,55050.0,130380.0,120020.0,60145.0,25421.0,40020.0,30180.0,10.0,8.0,110100.0,2.0,False,model:pn05pc10e
25341,0,90140.0,50140.0,130560.0,120140.0,60040.0,20200.0,40020.0,30840.0,5.0,0.0,110140.0,2.0,False,model:pn05pc10e
25340,0,90640.0,50040.0,130700.0,120420.0,60060.0,20820.0,40020.0,32440.0,13.0,6.0,110200.0,0.0,False,model:pn05pc10e
25339,1,90280.0,55070.0,130400.0,120140.0,60040.0,25901.0,40020.0,30784.0,10.0,6.0,110040.0,0.0,False,model:pn05pc10e
25338,1,90443.0,55080.0,130441.0,120620.0,60080.0,25543.0,40020.0,30573.0,13.0,8.0,110045.0,2.0,False,model:pn05pc10e
25337,0,90460.0,50120.0,130740.0,120024.0,60100.0,20485.0,40020.0,30120.0,14.0,3.0,110100.0,1.0,False,model:pn05pc10e
25336,1,90460.0,55120.0,130720.0,120320.0,60145.0,25683.0,40020.0,30700.0,9.0,8.0,110040.0,0.0,False,model:pn05pc10e
25335,0,90300.0,50140.0,130280.0,120022.0,60140.0,20630.0,40020.0,30241.0,3.0,8.0,110180.0,1.0,False,model:pn05pc10e
25334,1,90440.0,55060.0,130381.0,120060.0,60100.0,25200.0,40020.0,30100.0,12.0,9.0,110045.0,1.0,True,model:pn05pc10e
25333,1,90656.0,55119.0,130401.0,120421.0,60100.0,25820.0,40020.0,30961.0,8.0,8.0,110100.0,5.0,True,model:pn05pc10e
25332,0,90160.0,50070.0,130520.0,120460.0,60160.0,21000.0,40020.0,31445.0,13.0,8.0,110140.0,0.0,True,model:pn05pc10e
25331,0,90563.0,50040.0,130340.0,120602.0,60020.0,20542.0,40020.0,30420.0,8.0,2.0,110180.0,2.0,False,model:pn05pc10e
25330,1,90563.0,55120.0,130441.0,120020.0,60160.0,25820.0,40020.0,30241.0,14.0,5.0,110020.0,0.0,False,model:pn05pc10e
25329,1,90020.0,55070.0,130400.0,120165.0,60080.0,25040.0,40020.0,30280.0,14.0,3.0,110200.0,6.0,False,model:pn05pc10e
25328,1,90440.0,55070.0,130120.0,120100.0,60060.0,25347.0,40020.0,30640.0,12.0,6.0,110080.0,0.0,False,model:pn05pc10e
25327,1,90060.0,55119.0,130660.0,120100.0,60120.0,26105.0,40020.0,30503.0,9.0,4.0,110100.0,1.0,True,model:pn05pc10e
25326,0,90561.0,50040.0,130060.0,120601.0,60180.0,21120.0,40020.0,30820.0,10.0,4.0,110040.0,3.0,False,model:pn05pc10e
25325,1,90440.0,55100.0,130240.0,120024.0,60155.0,25880.0,40020.0,30360.0,14.0,6.0,110040.0,0.0,False,model:pn05pc10e
25324,0,90241.0,50160.0,130340.0,120460.0,60120.0,20630.0,40020.0,31465.0,7.0,7.0,110100.0,3.0,False,model:pn05pc10e
25323,1,90280.0,55040.0,130560.0,120181.0,60080.0,25600.0,40020.0,30221.0,11.0,9.0,110080.0,1.0,False,model:pn05pc10e
25322,0,90040.0,50040.0,130400.0,120020.0,60145.0,20311.0,40020.0,31660.0,11.0,5.0,110040.0,3.0,False,model:pn05pc10e
25321,0,90220.0,50060.0,130361.0,120580.0,60080.0,20660.0,40020.0,30120.0,11.0,7.0,110180.0,0.0,False,model:pn05pc10e
25320,0,90540.0,50119.0,130040.0,120100.0,60060.0,20740.0,40020.0,31500.0,12.0,3.0,110080.0,0.0,False,model:pn05pc10e
25319,1,90440.0,55119.0,130280.0,120200.0,60080.0,25642.0,40020.0,32480.0,11.0,3.0,110200.0,4.0,False,model:pn05pc10e
25318,1,90656.0,55080.0,130830.0,120580.0,60040.0,25860.0,40020.0,30240.0,2.0,3.0,110080.0,2.0,False,model:pn05pc10e
25317,0,90140.0,50030.0,130200.0,120200.0,60080.0,21000.0,40020.0,32360.0,7.0,6.0,110120.0,4.0,False,model:pn05pc10e
25316,0,90443.0,50180.0,130060.0,120360.0,60040.0,20141.0,40020.0,30101.0,7.0,5.0,110100.0,2.0,False,model:pn05pc10e
25315,0,90040.0,50119.0,130020.0,120100.0,60040.0,20820.0,40020.0,30960.0,15.0,6.0,110200.0,0.0,False,model:pn05pc10e
25314,1,90280.0,55080.0,130260.0,120140.0,60020.0,25901.0,40020.0,30120.0,1.0,3.0,110120.0,0.0,False,model:pn05pc10e
25313,1,90561.0,55160.0,130020.0,120020.0,60145.0,26020.0,40020.0,32340.0,13.0,8.0,110080.0,0.0,False,model:pn05pc10e
25312,0,90443.0,50020.0,130850.0,120100.0,60020.0,20375.0,40020.0,32320.0,8.0,4.0,110120.0,0.0,False,model:pn05pc10e
25311,0,90300.0,50140.0,130361.0,120140.0,60180.0,20630.0,40020.0,31500.0,13.0,4.0,110080.0,0.0,False,model:pn05pc10e
25310,1,90060.0,55080.0,130260.0,120024.0,60160.0,25602.0,40020.0,30340.0,9.0,4.0,110180.0,1.0,False,model:pn05pc10e
25309,1,90660.0,55100.0,130600.0,120320.0,60155.0,25860.0,40020.0,30680.0,15.0,3.0,110120.0,4.0,False,model:pn05pc10e
25308,1,90321.0,55160.0,130660.0,120400.0,60180.0,25705.0,40020.0,30800.0,12.0,3.0,110120.0,3.0,False,model:pn05pc10e
